,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
11721,SO - 0010006,2017-10-08,Distributor,8,2291.4,18331.2,1718.5500000000002,572.8499999999999,Golden Corp,Product 18,Mercer County,NJ,New Jersey,City,40.21705,-74.74294,84225,Northeast,2309499.045
11722,SO - 000843,2017-10-08,Wholesale,10,964.8000000000001,9648.0,665.712,299.0880000000001,Linkbuzz Ltd,Product 17,Lee County,FL,Florida,CDP,26.62535,-81.6248,106747,South,2119616.824
11723,SO - 0001289,2017-10-08,Export,9,1031.8,9286.199999999999,588.126,443.674,Aibox Company,Product 26,Hillsborough County,FL,Florida,City,27.94752,-82.45843,369075,South,5685138.2700000005
11724,SO - 0005159,2017-10-08,Distributor,7,2479.0,17353.0,1958.41,520.5899999999999,WOCKHARDT Group,Product 26,Marin County,CA,California,City,37.97361,-122.53111,59162,West,5685138.2700000005
11725,SO - 0005903,2017-10-08,Wholesale,7,2472.3,17306.100000000002,1236.15,1236.15,Centizu Company,Product 25,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,389617,South,5342315.484
11726,SO - 0006238,2017-10-08,Wholesale,9,2338.3,21044.7,1286.0650000000003,1052.235,Golden Corp,Product 26,Benton County,OR,Oregon,City,44.56457,-123.26204,55780,West,5685138.2700000005
11727,SO - 0008134,2017-10-08,Wholesale,7,2371.8,16602.600000000002,996.1560000000001,1375.6440000000002,Vimbo Company,Product 26,Placer County,CA,California,City,38.79073,-121.23578,61213,West,5685138.2700000005
11728,SO - 0010675,2017-10-08,Wholesale,10,924.6,9246.0,499.28400000000005,425.316,Omba Group,Product 13,Lee County,AL,Alabama,City,32.60986,-85.48078,62059,South,3720639.645
11729,SO - 0001055,2017-10-08,Distributor,8,1118.9,8951.2,593.017,525.883,Vinte Group,Product 3,Vigo County,IN,Indiana,Township,39.47555,-87.38835,51268,Midwest,2642352.432
11730,SO - 0001110,2017-10-08,Wholesale,11,917.9,10096.9,559.919,357.981,Tambee Company,Product 30,Milwaukee County/Washington County/Waukesha County,WI,Wisconsin,City,43.06335,-87.9667,600155,Midwest,1011609.684
11731,SO - 0001709,2017-10-08,Distributor,6,5319.8,31918.800000000003,2181.118,3138.6820000000002,Skyble Corp,Product 14,Suffolk County,NY,New York,Town,40.88409,-73.37676,204398,Northeast,4028698.4090000005
11732,SO - 0002674,2017-10-08,Distributor,11,227.8,2505.8,91.12,136.68,Oozz Group,Product 26,Napa County,CA,California,City,38.29714,-122.28553,80434,West,5685138.2700000005
11733,SO - 0005718,2017-10-08,Wholesale,7,737.0,5159.0,353.76,383.24,Shuffledri Group,Product 14,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,264290,Northeast,4028698.4090000005
11734,SO - 0006539,2017-10-08,Wholesale,12,730.3000000000001,8763.6,481.99800000000005,248.30200000000002,Zoomzone Corp,Product 28,Garfield County,OK,Oklahoma,City,36.39559,-97.87839,51776,South,1003867.767
11735,SO - 0010038,2017-10-08,Wholesale,12,5480.6,65767.20000000001,4110.450000000001,1370.1499999999996,Nlounge Ltd,Product 24,Polk County,FL,Florida,City,28.03947,-81.9498,104401,South,756557.97
11736,SO - 0008696,2017-10-08,Wholesale,7,3953.0,27671.0,1976.5,1976.5,Colgate-Pa Group,Product 12,Nassau County,NY,New York,Town,40.63396,-73.6091,771018,Northeast,1356976.996
11737,SO - 0002464,2017-10-09,Wholesale,8,1165.8,9326.4,804.4019999999999,361.398,Valeant Corp,Product 26,Denver County,CO,Colorado,City,39.73915,-104.9847,682545,West,5685138.2700000005
11738,SO - 0003719,2017-10-09,Distributor,7,1855.9,12991.300000000001,1447.602,408.298,SAFEWAY Ltd,Product 6,Broward County,FL,Florida,City,26.0112,-80.14949,149728,South,1672229.416
11739,SO - 0005549,2017-10-09,Export,5,167.5,837.5,85.425,82.075,Accudial Company,Product 30,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,559121,West,1011609.684
11740,SO - 0005684,2017-10-09,Distributor,10,2934.6,29346.0,1291.224,1643.376,Bath Group,Product 21,Maricopa County/Yavapai County,AZ,Arizona,City,33.7862,-112.30801,171237,West,959899.2180000001
11741,SO - 0009172,2017-10-09,Distributor,9,3886.0,34974.0,2059.58,1826.42,Pfizer Corp,Product 26,Riverside County,CA,California,City,33.74752,-116.97197,83861,West,5685138.2700000005
11742,SO - 0009854,2017-10-09,Distributor,10,3959.7000000000003,39597.0,2732.1929999999998,1227.5070000000005,Amerisourc Corp,Product 13,Deschutes County,OR,Oregon,City,44.05817,-121.31531,87014,West,3720639.645
11743,SO - 0009586,2017-10-09,Wholesale,7,6338.2,44367.4,4817.032,1521.1679999999997,Skinder Group,Product 26,Orange County,CA,California,City,33.87029,-117.92534,140847,West,5685138.2700000005
11744,SO - 0002481,2017-10-09,Wholesale,6,2646.5,15879.0,1667.295,979.2049999999999,Johnson Ltd,Product 16,Kane County,IL,Illinois,Township,41.94151,-88.321,51812,Midwest,2062061.144
11745,SO - 0002750,2017-10-09,Wholesale,10,2231.1,22311.0,1316.349,914.751,SUPERVALU Ltd,Product 13,McHenry County,IL,Illinois,Township,42.20028,-88.41561,54213,Midwest,3720639.645
11746,SO - 0005852,2017-10-09,Wholesale,9,938.0,8442.0,750.4000000000001,187.5999999999999,Topco Company,Product 13,Broward County,FL,Florida,City,26.31841,-80.09977,79768,South,3720639.645
11747,SO - 0009419,2017-10-09,Export,6,3953.0,23718.0,1620.7299999999998,2332.2700000000004,Fatz Group,Product 8,Oakland County,MI,Michigan,City,42.63892,-83.29105,59917,Midwest,1085037.3290000001
11748,SO - 0009500,2017-10-09,Wholesale,5,1715.2,8576.0,1080.576,634.624,Snaptags Ltd,Product 14,Orange County,FL,Florida,CDP,28.55778,-81.4534,64516,South,4028698.4090000005
11749,SO - 0008843,2017-10-09,Wholesale,12,1045.2,12542.400000000001,846.6120000000001,198.58799999999997,Neutrogena Ltd,Product 15,Brazos County,TX,Texas,City,30.62798,-96.33441,107889,South,3299478.315
11750,SO - 000306,2017-10-09,Distributor,10,2599.6,25996.0,1481.772,1117.828,Vimbo Company,Product 17,Racine County,WI,Wisconsin,City,42.72613,-87.78285,77742,Midwest,2119616.824
11751,SO - 0002321,2017-10-09,Export,11,1092.1000000000001,12013.100000000002,655.2600000000001,436.84000000000003,Army Group,Product 25,Suffolk County,MA,Massachusetts,City,42.40843,-71.01199,53422,Northeast,5342315.484
11752,SO - 0002341,2017-10-09,Distributor,8,227.8,1822.4,104.78800000000001,123.012,Topco Company,Product 19,Monroe County,IN,Indiana,Township,39.11904,-86.51979,53382,Midwest,1645841.6
11753,SO - 0006485,2017-10-09,Export,6,3886.0,23316.0,2176.1600000000003,1709.8399999999997,GOOD Ltd,Product 19,Cook County,IL,Illinois,Township,41.93807,-87.8685,92862,Midwest,1645841.6
11754,SO - 0007769,2017-10-09,Distributor,11,6371.7,70088.7,3249.567,3122.133,Eire Corp,Product 19,Broward County,FL,Florida,City,26.1716,-80.26163,92700,South,1645841.6
11755,SO - 0010207,2017-10-09,Wholesale,6,1011.7,6070.200000000001,758.7750000000001,252.92499999999995,Valeant Corp,Product 26,Westchester County,NY,New York,City,40.9126,-73.83708,68628,Northeast,5685138.2700000005
11756,SO - 0010609,2017-10-09,Export,12,951.4,11416.8,780.1479999999999,171.25200000000007,Dynazzy Company,Product 25,Cook County,IL,Illinois,Township,41.68774,-87.85,54841,Midwest,5342315.484
11757,SO - 0001603,2017-10-09,Wholesale,12,3457.2000000000003,41486.4,2869.476,587.7240000000002,Zooxo Ltd,Product 26,New Haven County,CT,Connecticut,City,41.30815,-72.92816,130322,Northeast,5685138.2700000005
11758,SO - 0002104,2017-10-09,Wholesale,8,1735.3,13882.4,1370.887,364.413,Nlounge Ltd,Product 3,Los Angeles County,CA,California,City,34.06862,-118.02757,116732,West,2642352.432
11759,SO - 0002294,2017-10-09,Distributor,11,1098.8,12086.8,439.52,659.28,US Ltd,Product 14,Pima County,AZ,Arizona,CDP,32.32341,-110.9951,68525,West,4028698.4090000005
11760,SO - 0002507,2017-10-09,Wholesale,5,2345.0,11725.0,1876.0,469.0,Fivebridge Ltd,Product 15,Will County,IL,Illinois,Township,41.68178,-88.20282,83950,Midwest,3299478.315
11761,SO - 0004267,2017-10-09,Wholesale,9,1701.8,15316.199999999999,1123.188,578.6119999999999,Zoomdog Corp,Product 18,Craighead County,AR,Arkansas,City,35.8423,-90.70428,73907,South,2309499.045
11762,SO - 0006586,2017-10-09,Distributor,7,1025.1000000000001,7175.700000000001,420.29100000000005,604.8090000000001,Wordpedia Ltd,Product 5,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,257636,South,3925424.5420000004
11763,SO - 0007973,2017-10-09,Wholesale,6,5386.8,32320.800000000003,2908.8720000000003,2477.928,Chatterpoi Corp,Product 25,Sacramento County,CA,California,City,38.70712,-121.28106,87056,West,5342315.484
11764,SO - 000179,2017-10-09,Distributor,8,261.3,2090.4,143.71500000000003,117.58499999999998,Rooxo Company,Product 25,Fairfield County,CT,Connecticut,Town,41.04537,-73.63402,62695,Northeast,5342315.484
11765,SO - 000787,2017-10-09,Export,5,3055.2000000000003,15276.000000000002,2230.2960000000003,824.904,Topiczoom Corp,Product 25,Sacramento County,CA,California,City,38.58157,-121.4944,490712,West,5342315.484
11766,SO - 0001053,2017-10-09,Distributor,7,1051.9,7363.300000000001,452.317,599.5830000000001,Brainspher Ltd,Product 3,El Paso County,TX,Texas,City,31.75872,-106.48693,681124,South,2642352.432
11767,SO - 0007391,2017-10-09,Wholesale,12,1829.1000000000001,21949.2,1280.3700000000001,548.73,Oba Company,Product 21,Hampden County,MA,Massachusetts,City,42.1487,-72.60787,56741,Northeast,959899.2180000001
11768,SO - 0007559,2017-10-09,Wholesale,9,3289.7000000000003,29607.300000000003,2500.172,789.5280000000002,Viva Ltd,Product 3,Hennepin County,MN,Minnesota,City,45.07246,-93.45579,68385,Midwest,2642352.432
11769,SO - 0008722,2017-10-09,Wholesale,11,1762.1000000000001,19383.100000000002,933.9130000000001,828.187,Zooxo Ltd,Product 5,Providence County,RI,Rhode Island,City,41.87871,-71.38256,71591,Northeast,3925424.5420000004
11770,SO - 0001470,2017-10-09,Distributor,9,958.1,8622.9,785.6419999999999,172.45800000000008,Eire Corp,Product 6,Hamilton County,OH,Ohio,City,39.162,-84.45689,298550,Midwest,1672229.416
11771,SO - 0002265,2017-10-09,Wholesale,11,1078.7,11865.7,528.563,550.1370000000001,State Ltd,Product 19,Cook County/Kane County,IL,Illinois,City,42.03964,-88.32171,112111,Midwest,1645841.6
11772,SO - 0003106,2017-10-09,Distributor,7,1943.0,13601.0,874.35,1068.65,Unit Ltd,Product 26,Norfolk County,MA,Massachusetts,City,42.20668,-70.94585000000001,55957,Northeast,5685138.2700000005
11773,SO - 0003269,2017-10-09,Export,12,3852.5,46230.0,1656.575,2195.925,Voolith Ltd,Product 25,St. Louis County,MO,Missouri,City,38.78922,-90.32261,52268,Midwest,5342315.484
11774,SO - 0003853,2017-10-09,Distributor,9,1809.0,16281.0,1338.66,470.3399999999999,Talane Group,Product 3,Stark County,OH,Ohio,City,40.79895,-81.37845,71885,Midwest,2642352.432
11775,SO - 0008745,2017-10-09,Wholesale,6,931.3000000000001,5587.8,447.024,484.27600000000007,Oozz Group,Product 26,Madison County,IN,Indiana,City,40.10532,-85.68025,55305,Midwest,5685138.2700000005
11776,SO - 0008517,2017-10-09,Wholesale,7,877.7,6143.900000000001,526.62,351.08000000000004,Mydeo Ltd,Product 2,DuPage County,IL,Illinois,Township,41.94095,-88.20373,67454,Midwest,3050087.565
11777,SO - 0001208,2017-10-10,Distributor,5,1936.3,9681.5,1277.958,658.3419999999999,Fatz Group,Product 25,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,73677,South,5342315.484
11778,SO - 0002682,2017-10-10,Distributor,6,951.4,5708.4,513.756,437.644,Pacific Ltd,Product 25,Contra Costa County,CA,California,City,37.97798,-122.03107,128667,West,5342315.484
11779,SO - 0002729,2017-10-10,Distributor,8,2525.9,20207.2,1995.4610000000002,530.4389999999999,Family Corp,Product 16,Orange County,CA,California,City,33.75918,-118.00673,92114,West,2062061.144
11780,SO - 0005000,2017-10-10,Wholesale,7,2371.8,16602.600000000002,996.1560000000001,1375.6440000000002,Vimbo Company,Product 26,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,257636,South,5685138.2700000005
11781,SO - 0007222,2017-10-10,Distributor,6,1139.0,6834.0,546.72,592.28,Dazzlesphe Corp,Product 15,Charlotte County,FL,Florida,CDP,26.97617,-82.09064,55206,South,3299478.315
11782,SO - 0007319,2017-10-10,Distributor,11,6070.2,66772.2,3702.8219999999997,2367.378,Oozz Group,Product 3,Fairfield County,CT,Connecticut,City,41.16704,-73.20483,147629,Northeast,2642352.432
11783,SO - 0007912,2017-10-10,Distributor,7,2324.9,16274.300000000001,1441.438,883.462,Terumo Corp,Product 2,Midland County/Ector County,TX,Texas,City,31.88378,-102.34106,118968,South,3050087.565
11784,SO - 000286,2017-10-10,Wholesale,9,2485.7000000000003,22371.300000000003,1789.7040000000002,695.9960000000001,True Ltd,Product 25,Orange County,CA,California,City,33.42697,-117.61199,65526,West,5342315.484
11785,SO - 0001127,2017-10-10,Distributor,9,2646.5,23818.5,1984.875,661.625,Jaxbean Group,Product 25,New Haven County,CT,Connecticut,Town,41.5585,-73.03668,108802,Northeast,5342315.484
11786,SO - 0002089,2017-10-10,Distributor,6,877.7,5266.200000000001,658.2750000000001,219.42499999999995,Snaptags Ltd,Product 25,Tulare County,CA,California,City,36.33023,-119.29206,130104,West,5342315.484
11787,SO - 0002543,2017-10-10,Export,9,3644.8,32803.200000000004,2587.808,1056.9920000000002,Terumo Corp,Product 14,Johnson County/Tarrant County/Ellis County,TX,Texas,City,32.56919,-97.12053,64274,South,4028698.4090000005
11788,SO - 0002941,2017-10-10,Wholesale,11,1065.3,11718.3,500.691,564.6089999999999,WOCKHARDT Group,Product 13,Rockland County,NY,New York,Town,41.14077,-74.10498,135257,Northeast,3720639.645
11789,SO - 0002923,2017-10-10,Distributor,11,5520.8,60728.8,3698.936,1821.864,Tagfeed Ltd,Product 1,Solano County,CA,California,City,38.24936,-122.03997,112970,West,3016489.209
11790,SO - 0003653,2017-10-10,Export,10,3825.7000000000003,38257.0,2218.906,1606.7940000000003,EMD Group,Product 26,Miami-Dade County,FL,Florida,City,25.94204,-80.2456,113187,South,5685138.2700000005
11791,SO - 0004393,2017-10-10,Export,6,5567.7,33406.2,2728.173,2839.527,Kazu Corp,Product 15,Los Angeles County,CA,California,City,33.97918,-118.03284,87438,West,3299478.315
11792,SO - 0008136,2017-10-10,Export,11,5996.5,65961.5,2818.355,3178.145,WOONSOCKET Corp,Product 14,Los Angeles County,CA,California,City,33.88946,-118.15979,55412,West,4028698.4090000005
11793,SO - 000130,2017-10-10,Wholesale,6,2901.1,17406.6,2378.9019999999996,522.1980000000003,Skajo Ltd,Product 7,Riverside County,CA,California,City,33.72224,-116.37446,51869,West,889737.555
11794,SO - 000688,2017-10-10,Export,10,2264.6,22646.0,1834.326,430.2739999999999,Walgreen Corp,Product 14,Suffolk County,NY,New York,CDP,40.78121,-73.24623,59436,Northeast,4028698.4090000005
11795,SO - 000751,2017-10-10,Export,5,3242.8,16214.0,1459.2600000000002,1783.54,Accudial Company,Product 29,McLean County,IL,Illinois,City,40.4842,-88.99369,78292,Midwest,594471.5700000001
11796,SO - 000910,2017-10-10,Export,9,1822.4,16401.600000000002,1202.784,619.616,Aimbo Corp,Product 26,Bristol County,MA,Massachusetts,City,41.63622,-70.93421,94958,Northeast,5685138.2700000005
11797,SO - 0001495,2017-10-10,Distributor,11,2231.1,24542.1,1695.636,535.4639999999999,Quimm Company,Product 4,Miami-Dade County,FL,Florida,CDP,25.75871,-80.39839,57123,South,2885560.824
11798,SO - 0005745,2017-10-10,Wholesale,10,710.2,7102.0,497.14,213.06000000000006,Cantrell Company,Product 7,Los Angeles County,CA,California,City,34.05223,-118.24368,3971883,West,889737.555
11799,SO - 0009228,2017-10-10,Wholesale,5,1199.3,5996.5,791.538,407.76199999999994,Browsetype Corp,Product 30,Norfolk County,MA,Massachusetts,Town,42.32385,-71.142,59195,Northeast,1011609.684
11800,SO - 0009564,2017-10-10,Distributor,10,1112.2,11122.0,500.49,611.71,Aveda Group,Product 17,Madison County,IN,Indiana,Township,40.08977,-85.68945,55551,Midwest,2119616.824
11801,SO - 0009075,2017-10-10,Wholesale,8,1943.0,15544.0,952.0699999999999,990.9300000000001,Zoomdog Corp,Product 2,Hamilton County,OH,Ohio,Township,39.25479,-84.62414,58838,Midwest,3050087.565
11802,SO - 0010777,2017-10-10,Wholesale,6,911.2,5467.200000000001,446.488,464.71200000000005,Aveda Group,Product 13,Allen County,IN,Indiana,City,41.1306,-85.12886,260326,Midwest,3720639.645
11803,SO - 0008107,2017-10-10,Distributor,6,2579.5,15477.0,1031.8,1547.7,Mita Corp,Product 12,Edgecombe County/Nash County,NC,North Carolina,City,35.96851,-77.80829,55806,South,1356976.996
11804,SO - 000557,2017-10-10,Wholesale,8,241.20000000000002,1929.6000000000001,144.72,96.48000000000002,Alembic Ltd,Product 26,Edgecombe County/Nash County,NC,North Carolina,City,35.96851,-77.80829,55806,South,5685138.2700000005
11805,SO - 0001170,2017-10-10,Wholesale,6,1139.0,6834.0,774.5200000000001,364.4799999999999,Ozu Ltd,Product 10,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,559121,West,864331.624
11806,SO - 0003242,2017-10-10,Wholesale,7,2827.4,19791.8,1781.2620000000002,1046.138,Buzzshare Company,Product 29,Clarke County,GA,Georgia,Unified Government,33.95219,-83.36715,123912,South,594471.5700000001
11807,SO - 0003570,2017-10-10,Wholesale,5,1072.0,5360.0,686.08,385.91999999999996,Nlounge Ltd,Product 25,District of Columbia,DC,District of Columbia,City,38.9041,-77.01723,672228,South,5342315.484
11808,SO - 0006438,2017-10-10,Wholesale,10,924.6,9246.0,453.05400000000003,471.546,Aldi Ltd,Product 5,Cook County,IL,Illinois,Township,41.86472,-87.87119,151772,Midwest,3925424.5420000004
11809,SO - 0008009,2017-10-10,Wholesale,10,1896.1000000000001,18961.0,1611.6850000000002,284.41499999999996,Holston Company,Product 19,Greene County/Montgomery County,OH,Ohio,City,39.69599,-84.15044,55525,Midwest,1645841.6
11810,SO - 000329,2017-10-10,Wholesale,5,1125.6000000000001,5628.000000000001,630.3360000000001,495.264,Dazzlesphe Corp,Product 5,San Diego County,CA,California,City,33.19587,-117.37948,175691,West,3925424.5420000004
11811,SO - 000832,2017-10-10,Wholesale,10,2010.0,20100.0,884.4,1125.6,Colgate-Pa Group,Product 13,Contra Costa County,CA,California,City,37.77993,-121.97802,76134,West,3720639.645
11812,SO - 0004013,2017-10-10,Distributor,7,1782.2,12475.4,1301.006,481.19399999999996,Golden Corp,Product 22,Los Angeles County,CA,California,City,34.01945,-118.49119,93220,West,663601.902
11813,SO - 0007239,2017-10-10,Wholesale,10,3906.1,39061.0,2695.209,1210.891,Dynazzy Company,Product 25,Kendall County,IL,Illinois,Township,41.67577,-88.31799,55375,Midwest,5342315.484
11814,SO - 0008134,2017-10-10,Wholesale,7,2371.8,16602.600000000002,996.1560000000001,1375.6440000000002,Vimbo Company,Product 26,Butler County,OH,Ohio,Township,39.34021,-84.41716,63077,Midwest,5685138.2700000005
11815,SO - 0010304,2017-10-10,Wholesale,10,2894.4,28944.0,1910.304,984.096,Skyble Corp,Product 16,Kent County,MI,Michigan,City,42.96336,-85.66809,195097,Midwest,2062061.144
11816,SO - 0003897,2017-10-11,Export,9,1098.8,9889.199999999999,670.2679999999999,428.53200000000004,Kare Corp,Product 1,San Diego County,CA,California,City,33.11921,-117.08642,151451,West,3016489.209
11817,SO - 0003971,2017-10-11,Wholesale,5,174.20000000000002,871.0000000000001,134.13400000000001,40.066,Skajo Ltd,Product 14,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,110268,South,4028698.4090000005
11818,SO - 0005550,2017-10-11,Export,5,1098.8,5494.0,516.4359999999999,582.364,Skidoo Company,Product 10,Hudson County,NJ,New Jersey,Township,40.79416,-74.02495,62993,Northeast,864331.624
